vfid,RA,DEC,vr,radius,objname
VFID5963,194.01453,4.866809,1371.2,7.6474314,AGC227974
VFID5964,184.5857,4.8537946,2077.1,26.310024,SDSSJ121820.56+045113.6
VFID5965,214.28104,4.837043,1642,9.707809,PGC3126117
VFID5966,146.91084,4.82167,3299,10.940372,
VFID5967,181.0183,4.8129163,2240,21.336405,SDSSJ120404.33+044847.2
VFID5968,186.3895,4.8078,2472.9,6.59358,PGC040531
VFID5969,150.50002,4.7909584,1677.8,6.984274,PGC1273344
VFID5970,184.73398,4.786022,1977.1,40.562176,NGC4255
VFID5971,185.392,4.779475,2121.9,34.76332,UGC07411
VFID5972,184.83801,4.773419,2065.3,8.243683,PGC1273077
VFID5973,220.76181,4.765449,1700.2,29.724958,UGC09485
VFID5974,235.27649,4.7527757,1977,10.693534,SDSSJ154106.34+044510.1
VFID5975,189.37108,4.7511244,1642.4,16.486227,PGC042143
VFID5976,145.08804,4.7351174,1986.9,13.555678,SDSSJ094021.13+044406.3
VFID5977,157.18245,4.734346,1181.7,1.7686466,AGC208394
VFID5978,221.58427,4.7329373,1515.8,13.216646,SDSSJ144620.21+044358.4
VFID5979,111.97501,4.6962347,2088.5,100,HIPASSJ0727+04
VFID5980,191.99925,4.694862,1020.5,23.77504,PGC043215
VFID5981,169.55644,4.691853,2628,10.259383,SDSSJ111813.55+044130.6
VFID5982,145.57896,4.6892147,2035.9,8.894494,SDSSJ094218.93+044121.8
VFID5983,171.4167,4.6764965,1506.5,9.552592,SDSSJ112539.99+044035.4
VFID5984,145.54784,4.673139,2041.5,63.550835,NGC2966
VFID5985,185.63208,4.6697216,2214,100,AGC227956
VFID5986,179.75307,4.6696744,1607.5,10.817359,PGC1271536
VFID5987,169.25491,4.662268,1461.8,7.587894,SDSSJ111701.18+043944.1
VFID5988,170.5463,4.6615453,1304.7,14.659571,SDSSJ112211.07+043941.4
VFID5989,184.77138,4.660796,2348.2,18.286106,PGC039621
VFID5990,192.3156,4.6561494,2669.5,26.370676,UGC07976
VFID5991,184.00165,4.6508946,2188.1,21.683094,PGC039265
VFID5992,184.54843,4.644568,2089.1,21.984735,SDSSJ121811.60+043840.2
VFID5993,169.53633,4.616178,2337.5,14.032054,UGC06317
VFID5994,219.59401,4.613235,1704.1,13.493396,SDSSJ143822.55+043647.7
VFID5995,169.3632,4.6047864,1746.9,29.862162,UGC06306
VFID5996,223.181,4.604621,1589,18.885185,SDSSJ145243.39+043616.7
VFID5997,185.31862,4.5956817,2260.3,48.097363,NGC4292
VFID5998,162.89629,4.583188,1039.7,40.84334,UGC05974
VFID5999,235.48723,4.579858,1973,21.320581,AGC258332
VFID6000,184.86559,4.5784664,1711.4,19.503891,PGC1270208
VFID6001,188.2418,4.5784,1228.5,31.054264,PGC041647
VFID6002,157.9053,4.57277,1168.6,12.306123,SDSSJ103137.27+043422.0
VFID6003,185.6134,4.566273,1279.3,34.050323,NGC4303A
VFID6004,169.37566,4.555531,1613.7,41.98762,NGC3611
VFID6005,113.55263,4.5464168,1237.4,27.360325,UGC03912
VFID6006,220.8716,4.5315595,1727.4,22.188158,SDSSJ144329.17+043153.5
VFID6007,160.69606,4.531135,3212.6,3.6908064,SDSSJ104247.04+043152.0
VFID6008,230.75354,4.529489,1830,18.49785,UGC09830
VFID6009,149.31879,4.526598,2137.5,41.22126,UGC05347
VFID6010,190.20973,4.5258126,745.5,19.414278,PGC042497
VFID6011,236.60236,4.4890847,1860.8,8.956148,SDSSJ154624.57+042920.5
VFID6012,184.44736,4.478365,2068.3,20.28249,PGC039460
VFID6013,148.9073,4.47672,1943.5,13.999782,PGC1268744
VFID6014,185.47841,4.4737763,1566.8,206.59569,NGC4303
VFID6015,157.80516,4.471841,1176,87.52281,UGC05708
VFID6016,193.31036,4.4633293,717.3,34.68337,NGC4765
VFID6017,193.06416,4.4575,700.6,27.021511,AGC226122
VFID6018,218.36241,4.454122,1580.5675,0.290445,
VFID6019,218.35129,4.4504957,1582.9,57.163822,NGC5668
VFID6020,191.9984,4.4334,1038.3,30,PGC043205
VFID6021,236.60669,4.427505,3294.9,27.677143,UGC10027
VFID6022,186.28625,4.414311,1233.6,10.025851,PGC040469
VFID6023,169.14708,4.4141674,2582.2,7.871153,AGC219199
VFID6024,232.1877,4.4057193,1735.8,11.644511,SDSSJ152845.04+042420.6
VFID6025,184.57458,4.4023795,1985,15.350455,PGC039515
VFID6026,209.11092,4.3966594,1115.7,37.421505,UGC08857
VFID6027,185.41489,4.3926907,1142.5,11.458328,PGC039967
VFID6028,192.35713,4.3924236,2642.4,11.671354,PGC1267592
VFID6029,148.64879,4.385544,1774.7,15.139839,SDSSJ095435.70+042307.8
VFID6030,191.50583,4.3811107,642.7,23.371334,AGC227970
VFID6031,158.00537,4.3461127,1147,10.095347,SDSSJ103201.29+042045.9
VFID6032,154.28769,4.344363,1307.7,17.78776,PGC213680
VFID6033,191.9442,4.3368278,985.6,111.717514,NGC4688
VFID6034,169.1094,4.3365216,1098.8,28.649778,PGC034382
VFID6035,154.29974,4.330171,1342.1,24.78114,UGC05551
VFID6036,189.61841,4.319094,783.2,102.83034,NGC4586
VFID6037,125.40396,4.3170056,758,17.554516,AGC188955
VFID6038,209.58934,4.3169394,869.4,100,VVDS140092139
VFID6039,186.60228,4.3168645,2324.7,8.4662075,SDSSJ122624.54+041900.8
VFID6040,206.98936,4.3140697,954.2,8.79268,SDSSJ134757.44+041850.5
VFID6041,154.51543,4.309722,1322,6.73365,AGC208392
VFID6042,209.30849,4.30731,1215.2,18.712046,PGC1266441
VFID6043,193.95398,4.304177,761.1,70.81435,NGC4808
VFID6044,148.8252,4.269995,1817.5,58.900806,NGC3055
VFID6045,186.81601,4.2635098,1633.4,12.053724,PGC040825
VFID6046,218.66338,4.262558,1683.2,49.44487,UGC09380
VFID6047,187.6116,4.246492,2432,56.77031,NGC4480
VFID6048,157.20027,4.2342525,2154.4,15.45686,PGC030852
VFID6049,186.06052,4.2259636,1179.3,20.898796,PGC040339
VFID6050,185.07251,4.201962,1732.3,59.7202,UGC07387
VFID6051,236.40584,4.182946,2082.9,26.984928,UGC10009
VFID6052,217.38943,4.170438,1793.4,10.546813,SDSSJ142933.41+041013.3
VFID6053,114.1685,4.1702147,2777.3,35.246925,PGC021383
VFID6054,193.43044,4.1539874,760.9,9.574614,PGC1264260
VFID6055,215.18143,4.1436157,1669.7,19.866495,PGC3125420
VFID6056,186.815,4.1275,2335,13.456682,AGC227991
VFID6057,171.27263,4.120996,1608.4,11.171751,PGC1263785
VFID6058,211.06607,4.1121383,1239.8,36.569687,UGC08986
VFID6059,168.48006,4.1051993,1603.5,12.6217985,PGC1263558
VFID6060,189.20418,4.1045213,841.9,14.12932,PGC042087
VFID6061,144.34792,4.098611,2016,12.992497,AGC198430
VFID6062,185.32741,4.0763373,1977.1,9.018229,PGC039929
VFID6063,193.41751,4.0756354,900,9.378238,PGC1263098
VFID6064,194.23784,4.064815,833.7,24.724144,PGC044215
VFID6065,217.4186,4.062589,2360.2,15.889903,UGC09305
VFID6066,171.53459,4.062383,1522.9,12.0815115,PGC1262899
VFID6067,190.10803,4.0501833,793.8,12.221408,PGC042454
VFID6068,191.006,4.02,1016.5,100,EVCC1111
VFID6069,193.9551,4.01325,708.8,47.437443,UGC08053
VFID6070,190.43832,4.0065675,796.6,16.03693,PGC042596
VFID6071,157.98326,4.0033364,2808.8,7.872656,2MASXJ10315596+0400122
VFID6072,186.16434,3.9955142,1757,31.269524,PGC040408
VFID6073,215.0184,3.992753,1730.2,103.54312,NGC5560
VFID6074,195.77457,3.991954,2861.3,48.208237,UGC08153
VFID6075,215.13377,3.9832,1779.5,33.428837,NGC5569
VFID6076,229.94958,3.9780557,1712.2,14.89777,PGC091432
VFID6077,195.70483,3.976737,2877.2,9.143685,SDSSJ130249.15+035836.2
VFID6078,186.65028,3.9647882,2258.7,44.88707,NGC4412
VFID6079,190.6297,3.9597647,735.2,49.902378,NGC4630
VFID6080,223.31262,3.9597557,1477.2,33.04618,NGC5770
VFID6081,145.18008,3.9592469,1305,17.993732,IC0549
VFID6082,170.82852,3.9552193,1584,15.780518,PGC034965
VFID6083,207.06686,3.9508765,1171.4,84.94176,NGC5300
VFID6084,115.786736,3.949894,933.6,16.486227,PGC021644
VFID6085,111.87542,3.9416673,2821,100,AGC174655
VFID6086,187.91354,3.939608,1730.5,101.186195,NGC4496A
VFID6087,189.95737,3.93552,1447.3,11.779348,PGC1260930
VFID6088,215.08269,3.9335327,1529,160.739,NGC5566
VFID6089,170.58333,3.898889,1301,34.266148,AGC219200
VFID6090,125.92083,3.8972218,2168.9,20.25492,AGC188957
VFID6091,159.74208,3.8741572,763,7.396029,AGC208397
VFID6092,156.6742,3.8619616,2146.3,58.226578,NGC3246
VFID6093,184.79117,3.856151,1527.4,25.652002,UGC07354
VFID6094,217.23283,3.8516004,1678.4,11.806502,SDSSJ142855.87+035105.7
VFID6095,192.4459,3.8423815,694.1,20.050318,UGC07983
VFID6096,186.5579,3.8371153,809.3,16.50894,SDSSJ122613.89+035013.6
VFID6097,214.23868,3.8360868,1482.7,28.12686,PGC140287
VFID6098,232.77586,3.8301091,1762.1,59.59126,PGC2801023
VFID6099,190.48773,3.8192892,881,17.065588,PGC042613
VFID6100,194.0186,3.8128,616.4,27.868992,UGC08055
VFID6101,217.70087,3.7970653,1676.4,14.392003,SDSSJ143048.23+034749.4
VFID6102,188.37292,3.7938976,919.9,8.262686,PGC041716
VFID6103,217.50768,3.772898,1719.4,28.981525,IC1022
VFID6104,169.71031,3.7635636,1701.6,42.341534,SDSSJ111850.46+034548.8
VFID6105,185.3288,3.7508152,2436.6895,6.1035333,
VFID6106,188.5721,3.7390177,2425.6816,12.190106,
VFID6107,171.03537,3.7344837,1764,14.42518,SDSSJ112408.46+034404.4
VFID6108,188.5705,3.7339,2425.1,6.0134163,PGC041807
VFID6109,142.94067,3.7286267,3214.2,27.613487,UGC05078
VFID6110,168.46075,3.728231,2273.3,7.9821754,PGC1257521
VFID6111,185.67197,3.7258234,1862.2913,2.9056954,
VFID6112,185.25948,3.722077,2609.7,127.67953,NGC4289
VFID6113,186.17212,3.7214603,1859.3,14.727237,PGC040414
VFID6114,154.24588,3.7097852,1203.5,18.540491,SDSSJ101659.00+034235.2
VFID6115,147.17526,3.6900623,3022.2,10.330498,SDSSJ094842.05+034124.2
VFID6116,184.28798,3.682903,2017,34.6036,NGC4234
VFID6117,190.73471,3.6765823,973.5,22.341959,PGC042748
VFID6118,179.78706,3.668654,3265.3,10.917451,SDSSJ115908.90+034007.6
VFID6119,167.89833,3.6666675,1656,10.30867,AGC219447
VFID6120,194.19376,3.6658325,2799,13.952971,AGC229205
VFID6121,153.71466,3.6478975,993.3,12.391425,SDSSJ101451.51+033852.5
VFID6122,154.2596,3.646035,1038.2,14.761186,PGC1256137
VFID6123,189.14555,3.6421075,1783.4,11.275122,SDSSJ123634.93+033831.3
VFID6124,194.96843,3.6329348,1039.2,12.334492,SDSSJ125952.41+033758.5
VFID6125,165.31749,3.628104,1130.3,139.67583,NGC3495
VFID6126,165.31761,3.6279788,1146.3,0.290445,SDSSJ110116.22+033740.7
VFID6127,170.5172,3.6143658,1442.4,9.4650135,SDSSJ112204.13+033651.6
VFID6128,187.41298,3.6127687,1306.8,16.677128,PGC041196
VFID6129,222.82666,3.6116674,1664,7.377779,AGC238947
VFID6130,191.0487,3.6068003,829.1,19.459032,PGC1255427
VFID6131,170.10942,3.5856988,2595.9,35.655067,NGC3633
VFID6132,153.88292,3.5855567,1018,14.29708,AGC208329
VFID6133,229.37268,3.5855086,1883.1,11.37945,PGC3124577
VFID6134,223.42711,3.5825214,1565.8,50.94731,NGC5774
VFID6135,187.24591,3.5705986,885,83.77631,NGC4457
VFID6136,157.159,3.5602398,1152.8,40.37581,UGC05677
VFID6137,188.48198,3.5459514,1138.3,27.933237,UGC07715
VFID6138,223.48999,3.5442626,1674.6,110.948456,NGC5775
VFID6139,220.9454,3.542894,1662.7,11.860998,SDSSJ144346.89+033234.3
VFID6140,220.39044,3.4966931,1681.7,9.640982,PGC1253386
VFID6141,125.12162,3.4930563,2920,11.537753,SDSSJ082029.19+032934.9
VFID6142,190.57436,3.4687371,733.9,24.66728,PGC042668
VFID6143,170.27873,3.4687116,1505.6,19.480902,SDSSJ112106.93+032807.8
VFID6144,153.56161,3.466471,1231.7,130.05327,NGC3169
VFID6145,150.24605,3.4644277,1964.5,28.583885,SDSSJ100059.08+032751.4
VFID6146,162.88336,3.4542208,1066.2,3.1154523,PGC2807138
VFID6147,193.29523,3.4411092,2786.6,15.001036,PGC166147
VFID6148,215.30457,3.4358432,1489.1,85.92534,NGC5577
VFID6149,190.6889,3.4305527,595.8,18.035212,PGC042724
VFID6150,186.4936,3.4296677,1421.7,78.726555,UGC07522
VFID6151,217.67288,3.4257288,1760.9,18.712046,PGC051845
VFID6152,153.44041,3.4248247,1332.1,134.93396,NGC3166
VFID6153,190.83765,3.4202154,954.2,11.069328,PGC042799
VFID6154,197.84682,3.4115121,3050.7,26.492397,UGC08263
VFID6155,219.57549,3.4103086,1600.7,28.649778,NGC5692
VFID6156,170.46394,3.4048908,1186.5,24.161354,SDSSJ112151.33+032417.4
VFID6157,178.56546,3.403851,2481.6,13.6811075,PGC1251547
VFID6158,185.22757,3.402868,2197.6,2.0142865,SDSSJ122054.58+032409.7
VFID6159,223.4775,3.3958325,1547,7.7142267,AGC238948
VFID6160,192.2983,3.3887448,720.9,52.134026,NGC4701
VFID6161,217.97076,3.380102,1529.3,10.095347,SDSSJ143153.00+032248.2
VFID6162,153.38042,3.3749945,1316.5,35.16586,NGC3165
VFID6163,150.11282,3.3743913,2054.2,49.104496,UGC05376
VFID6164,188.23184,3.360407,752.6,19.01609,PGC041644
VFID6165,217.68124,3.345,1526,24.5091,AGC249448
VFID6166,153.53334,3.3447218,1346,22.383242,AGC208457
VFID6167,223.27182,3.3317578,1566.4,54.46547,IC1067
VFID6168,171.10118,3.3251274,1386.8,43.563347,NGC3664
VFID6169,114.4984,3.3161256,1196,35.984978,UGC03946
VFID6170,186.16678,3.3030715,928.3,26.737528,PGC040411
VFID6171,191.63821,3.2988036,765.6,29.317116,PGC1249354
VFID6172,223.2619,3.2960215,1565.8,36.401665,IC1066
VFID6173,232.56949,3.289312,1796.7,14.89777,PGC3123706
VFID6174,129.72542,3.2847216,1936,100,AGC189143
VFID6175,218.14772,3.281035,1530.9,13.216646,PGC1248951
VFID6176,219.81447,3.2726247,1587.1,10.742893,PGC1248765
VFID6177,215.26541,3.2710116,1422.1,84.94176,NGC5576
VFID6178,217.41258,3.2662933,1651.2,40.937492,NGC5636
VFID6179,217.81892,3.2567103,1517.7,15.780518,PGC1248433
VFID6180,218.55937,3.250572,1546.1,11.431974,SDSSJ143414.24+031501.6
VFID6181,215.23322,3.2379603,1586.5,39.547703,NGC5574
VFID6182,170.27875,3.2348187,1314.8,129.75415,NGC3640
VFID6183,217.41833,3.233305,1657.4,58.09266,NGC5638
VFID6184,172.37488,3.228717,1511.9,12.477319,PGC3123526
VFID6185,171.1042,3.2212677,1328.5,18.798416,NGC3664A
VFID6186,125.895706,3.2208512,2926.9,18.49785,PGC023540
VFID6187,151.57596,3.2206028,2394.2087,2.6128824,
VFID6188,217.5047,3.2204926,1848.4,57.03235,UGC09310
VFID6189,150.13155,3.2052903,2147.7,19.369627,UGC05377
VFID6190,170.28674,3.1945453,1760.6,29.656593,NGC3641
VFID6191,125.366486,3.1692953,2682.6,36.234413,IC2327
VFID6192,220.51707,3.1619432,1787,100,AGC249452
VFID6193,217.2663,3.1489782,1853.8,37.24957,UGC09285
VFID6194,153.50417,3.1408324,1484,16.958508,AGC208443
VFID6195,153.17189,3.1293423,1346.2,57.295597,NGC3156
VFID6196,193.0372,3.12081,1012.4,14.829321,SDSSJ125208.90+030714.6
VFID6197,190.09573,3.1177156,834.9,42.571724,NGC4600
VFID6198,189.17535,3.1084752,1449.4,41.126453,UGC07780
VFID6199,176.77913,3.106398,1016.9,10.141945,SDSSJ114706.99+030623.0
VFID6200,129.0398,3.1009266,3074,7.130521,SDSSJ083609.56+030603.0
VFID6201,220.45285,3.089741,1610.9,26.860943,SDSSJ144148.71+030523.1
VFID6202,185.97603,3.0849187,1871.4,16.148094,PGC040285
VFID6203,231.20883,3.0814173,1753.8,9.5306225,PGC3123131
VFID6204,147.28783,3.0669472,3147,13.277651,SDSSJ094909.09+030401.1
VFID6205,191.2747,3.0555046,896.1,135.55678,NGC4624
VFID6206,227.3899,3.052738,1803.3,74.837845,NGC5864
VFID6207,219.28705,3.0471296,1758.6,13.216646,PGC052256
VFID6208,220.01198,3.0411296,1690.3,9.292258,SDSSJ144002.87+030228.2
VFID6209,218.95192,3.0383842,1788,31.704525,UGC09392
VFID6210,188.90253,3.034564,1155.7,57.82575,NGC4544
VFID6211,179.81374,3.03279,1753,6.5707316,ABELL1437_09:[PSE2006]0685
VFID6212,169.88824,3.014844,1239.2,18.49785,PGC034653
VFID6213,170.35414,3.0139334,1742.1,28.518145,NGC3643
VFID6214,182.10071,3.0132828,880.7,8.79268,PGC3122921
VFID6215,217.86269,3.0081904,1419.6,33.275246,IC1024
VFID6216,191.70587,3.0065007,1231.7,4.689443,PGC043108
VFID6217,191.03317,3.0061724,1348.3,16.948109,PGC1242969
VFID6218,198.03587,2.9889407,3034.5,32.667904,UGC08275
VFID6219,185.88249,2.9841676,2425,5.779232,AGC229201
VFID6220,231.72417,2.9827783,1780,7.5281515,AGC258598
VFID6221,223.0081,2.9782505,1814.1,8.494176,SDSSJ145201.94+025841.8
VFID6222,146.46756,2.9776852,1932,27.360325,UGC05224
VFID6223,146.4746,2.973213,1884.9512,6.6839666,
VFID6224,224.692,2.9689932,1650.3,12.026002,PGC1242097
VFID6225,185.14143,2.967774,2385.1,5.97202,PGC039833
VFID6226,170.07082,2.9643219,1480.9,57.560062,NGC3630
VFID6227,222.59537,2.958356,1697.9,10.942618,PGC1241857
VFID6228,185.13748,2.9542134,2388.9214,0.290445,
VFID6229,219.76859,2.9495585,1563.7,33.275246,UGC09432
VFID6230,183.08875,2.9397216,2218,7.886038,AGC229200
VFID6231,183.82951,2.9276106,1365.4,11.970747,SDSSJ121518.94+025538.2
VFID6232,182.8642,2.9256537,1297.2,29.931002,UGC07185
VFID6233,238.84335,2.9208076,2009.4,11.094846,SDSSJ155522.38+025515.1
VFID6234,218.18797,2.9147897,1527.7,19.912292,PGC051971
VFID6235,187.01556,2.9100275,1487,13.095475,PGC040951
VFID6236,246.51784,2.9065278,1512.6,100,PGC058114
VFID6237,227.03555,2.9050229,1652,21.660835,NGC5846:[MTT2005]258
VFID6238,193.81473,2.8966172,2782.7,43.163956,NGC4799
VFID6239,183.04549,2.8821764,2095.3,7.9638166,SDSSJ121210.92+025255.6
VFID6240,268.6426,2.880782,1757,37.24957,UGC11030
VFID6241,182.04634,2.8783016,1327.1,95.30622,NGC4123
VFID6242,148.49748,2.8690705,1753.8,19.236288,SDSSJ095359.32+025209.1
VFID6243,198.11084,2.855,3103,14.656656,AGC238975
VFID6244,192.45932,2.8518612,1156.4,87.32151,UGC07982
VFID6245,236.60023,2.8440363,1521.3,32.517807,UGC10025
VFID6246,183.1064,2.81,883.8,53.359943,PGC135791
VFID6247,188.2107,2.7974155,1076.5,14.5922165,PGC041626
VFID6248,194.59264,2.7924857,2776.5,31.486273,UGC08084
VFID6249,127.919586,2.7894433,2039,17.510164,AGC189139
VFID6250,110.78259,2.7657874,1562,19.414278,PGC020885
VFID6251,193.56622,2.7624078,905,21.934172,PGC1236745
VFID6252,228.78929,2.7518232,1763.7,18.11846,PGC1236445
VFID6253,219.99274,2.747919,1749.7,8.732151,PGC1236341
VFID6254,185.73595,2.7470105,1836.2,34.6036,PGC040157
VFID6255,190.714,2.7437358,1224.1,100,SDSSJ124251.40+024437.0
VFID6256,222.78105,2.7244022,1523,9.956834,PGC1235691
VFID6257,190.61763,2.7235377,619.8716,32.79872,
VFID6258,187.25937,2.722862,1572.4,54.71687,UGC07612
VFID6259,190.69377,2.7178836,1041.9486,178.04716,
VFID6260,191.70589,2.7136676,946.1,11.698259,SDSSJ124649.44+024248.3
VFID6261,217.33159,2.7105577,1799.1,11.671354,PGC1235336
VFID6262,187.06616,2.700801,2220.5,12.306123,PGC139866
VFID6263,153.9614,2.6937742,1292.8964,9.866397,
VFID6264,181.90363,2.6920426,1309.2,77.11187,NGC4116
VFID6265,229.02487,2.6919456,1464.4,15.744224,PGC1234821
VFID6266,194.43582,2.6919425,921.4,21.683094,UGC08074
VFID6267,170.01282,2.6896753,1629.2,8.1869335,PGC1234729
VFID6268,190.70697,2.6887035,925.3,190.59927,NGC4636
VFID6269,153.9792,2.6858523,1276.3,16.29751,UGC05539
VFID6270,126.13735,2.683256,2666,8.976794,PGC1234571
VFID6271,191.0724,2.667356,1084.5,9.228291,PGC1234100
VFID6272,188.1521,2.6613,1731.7,67.93933,IC3474
VFID6273,189.64761,2.6573112,906.8,39.63887,NGC4587
VFID6274,141.40584,2.6544433,1630,9.187857,AGC198542
VFID6275,193.71286,2.6538868,974.6,47.32834,NGC4809
VFID6276,188.53525,2.653794,1736.1,188.85185,NGC4527
VFID6277,180.91724,2.6414802,1228.3,41.794704,UGC07035
VFID6278,193.7133,2.6406,905.8,25.711136,NGC4810
VFID6279,181.89375,2.6400688,1310.7,8.000576,PGC1233241
VFID6280,190.97302,2.6332333,1382.2,11.671354,PGC1233057
VFID6281,188.21371,2.628675,1772.2,7.7111874,PGC041631
VFID6282,146.939,2.627118,1877.4,70.326866,UGC05249
VFID6283,163.3288,2.6268306,1044.1,13.712646,PGC032687
VFID6284,187.5575,2.6249,1635.8,28.1917,UGC07642
VFID6285,226.96281,2.6233747,1829,7.322697,NGC5846:[MTT2005]248
VFID6286,179.72574,2.6228259,3233,15.744224,PGC135787
VFID6287,106.41095,2.6220593,1744.7,100,PGC2802325
VFID6288,110.87729,2.615844,1361.4,36.738487,UGC03830
VFID6289,190.0996,2.6084952,1332.9,18.160227,PGC042449
VFID6290,218.95876,2.6053855,1558.9,46.779156,PGC135851
VFID6291,141.34958,2.5833325,1630,7.442656,AGC198541
VFID6292,219.91377,2.5818236,1645.8,12.59277,PGC1231422
VFID6293,215.50021,2.5728142,1721.4,8.833265,PGC1231137
VFID6294,126.572365,2.570469,2586,13.369687,PGC1231065
VFID6295,188.64578,2.5687096,1845.6,13.247113,PGC041840
VFID6296,226.94879,2.56862,1729.8,90.59855,NGC5854
VFID6297,151.10449,2.5587084,1126.1,11.725226,PGC1230703
VFID6298,225.93442,2.552316,1783,10.4260845,PGC1230503
VFID6299,229.80557,2.544999,1877,15.744224,PGC1230249
VFID6300,226.05449,2.5429735,1909.5,21.189528,PGC1230189
VFID6301,170.06523,2.525254,1596.3,46.4645,UGC06345
VFID6302,222.77826,2.5241556,2068,9.356668,SDSSJ145106.77+023127.0
VFID6303,217.22583,2.5194433,2403,7.2164874,AGC249447
VFID6304,192.485,2.510117,754.3,13.400508,PGC1229213
VFID6305,182.08339,2.505551,1996,11.120421,PGC1229057
VFID6306,195.16331,2.5010617,964.3,63.84417,NGC4900
VFID6307,186.7437,2.494399,1647.5,54.591026,NGC4409
VFID6308,163.26361,2.493458,1051.6,44.990543,PGC135768
VFID6309,174.08571,2.4816868,861.39343,6.6988626,
VFID6310,173.18356,2.4735446,1034.5,11.860998,PGC1228108
VFID6311,224.0051,2.4635692,2103.9,29.1153,PGC053384
VFID6312,152.04303,2.463414,2055.4,16.524231,PGC029471
VFID6313,191.0622,2.462,858.3,15.744224,PGC1227738
VFID6314,195.47223,2.460602,886.5,9.707809,PGC1227695
VFID6315,201.56705,2.4589825,1029.5,15.279926,PGC135826
VFID6316,130.34721,2.4211507,1913,11.184049,AGC189144
VFID6317,170.44116,2.4209447,2585.2,26.008856,UGC06379
VFID6318,150.474,2.4138763,2033.8,11.275122,PGC3121233
VFID6319,217.90623,2.411654,1703,6.563285,PGC1226108
VFID6320,163.91324,2.3957667,1021.8,15.139839,PGC032833
VFID6321,169.17545,2.3636222,1600.6,10.141945,PGC1224534
VFID6322,235.19519,2.360103,2991.1,14.358903,PGC1224445
VFID6323,149.69504,2.3472548,1727.3,34.14745,PGC135733
VFID6324,152.0289,2.3451324,1965.4,14.358903,PGC1223942
VFID6325,185.49078,2.345078,1830.3,15.279926,PGC040015
VFID6326,223.64343,2.343918,2157.9,10.767658,PGC1223887
VFID6327,224.67036,2.3398619,1560.6,7.5356593,PGC1223766
VFID6328,222.7494,2.3378973,1527.5,9.228291,SDSSJ145059.85+022016.4
VFID6329,188.59177,2.3254511,1760,54.46547,NGC4533
VFID6330,225.06909,2.3006983,1821,29.588385,PGC053587
VFID6331,188.56216,2.2964435,1722.3,6.6699295,PGC041802
VFID6332,219.42119,2.290893,1756.7,95.96685,NGC5690
VFID6333,202.05084,2.278445,1007.9,18.712046,PGC135827
VFID6334,180.58725,2.26625,2107,100,[PM2007]J1202+0215
VFID6335,131.56335,2.2660296,1924,2.6082673,AGC189025
VFID6336,228.8942,2.2482562,1906.1,28.583885,PGC054452
VFID6337,192.53043,2.2478817,1074.5,15.209722,PGC043421
VFID6338,225.13759,2.2303393,1278.1,16.677128,SDSSJ150033.02+021349.1
VFID6339,134.68059,2.2235112,2419.3,100,GAMA346697
VFID6340,146.99805,2.2226882,1927.6,9.685482,PGC1219995
VFID6341,153.36511,2.203221,1759.2197,18.643532,
VFID6342,168.52196,2.1987417,1375.8,21.733078,PGC1219195
VFID6343,134.67079,2.1934974,2464.8,15.035617,PGC1219017
VFID6344,131.34366,2.1900992,1870.7,12.27782,PGC1218919
VFID6345,202.89136,2.188156,1135.5,8.262686,PGC135829
VFID6346,188.61284,2.1879497,1807.3,212.38373,NGC4536
VFID6347,179.35472,2.1877892,1019.7,7.4493995,PGC1218832
VFID6348,220.24318,2.186834,1627,28.649778,NGC5725
VFID6349,180.3429,2.1857193,974.8,13.400508,PGC3120683
VFID6350,226.5139,2.1849127,1656.7,20.659569,PGC1218738
VFID6351,152.30266,2.1833882,2623.8193,10.195885,
VFID6352,175.61813,2.1806295,1799,9.596685,PGC1218595
VFID6353,193.37149,2.168352,1038.2,123.62926,NGC4772
VFID6354,179.39693,2.1678154,993.3,26.492397,PGC1218144
VFID6355,150.61282,2.1668675,1859,6.8095946,PGC3279243
VFID6356,176.2261,2.1632,1011.3,35.246925,PGC036594
VFID6357,186.42159,2.1592271,1504.9,25.1838,UGC07512
VFID6358,150.0432,2.1559489,1793,23.448833,PGC028923
VFID6359,206.7681,2.1551,2728,18.685192,PGC3300653
VFID6360,227.00574,2.1510477,1061.7,9.4650135,PGC1217593
VFID6361,224.93648,2.131056,1457.6,9.143685,SDSSJ145944.77+020752.1
VFID6362,220.6915,2.1237953,1603.8,15.035617,PGC1216689
VFID6363,266.56802,2.1162393,2988,100,PGC2801036
VFID6364,226.10294,2.1146092,1702.9,13.999782,PGC1216386
VFID6365,193.67339,2.1041043,858,25.889357,PGC043940
VFID6366,201.57928,2.1019785,1037.0767,0.290445,
VFID6367,190.74902,2.1009939,860.7,10.306739,PGC1215961
VFID6368,201.58258,2.1005528,1089.6,44.169376,NGC5147
VFID6369,226.35956,2.0994673,1252.1,115.910095,NGC5838
VFID6370,226.54697,2.0959728,1823.6,25.534142,PGC1215798
VFID6371,150.81432,2.095195,1744.4,16.000048,PGC3279188
VFID6372,186.02634,2.093073,2099,8.056033,PGC3293423
VFID6373,225.27904,2.090327,1944.6,10.306739,SDSSJ150106.96+020525.1
VFID6374,224.6,2.0863,2369,100,NGC5846:[MTT2005]014
VFID6375,184.9178,2.0800319,2207.6,43.463154,UGC07370
